text,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
3933,5,5,0,1111,1709,1,0,70,39,892,2,2,0,8,9,1,54,1
3935,12,4,0,723,7883,1,0,31,18631,506,2,0,0,33,4,0,84,1
3936,10,3,0,1462,1909,0,1,57,7713,669,0,0,1,35,5,0,88,0
3937,7,4,0,704,4366,0,0,72,3602,629,0,2,1,0,7,0,12,1
3938,1,4,0,1242,4777,1,1,48,22914,948,2,2,0,28,3,0,28,1
3939,2,3,0,117,2892,1,1,70,3795,256,2,2,0,19,5,0,26,1
3940,8,4,0,821,3631,1,1,78,1952,648,0,1,0,33,5,0,77,1
3941,7,3,0,746,6354,1,0,33,9362,191,1,2,0,89,4,0,14,0
3942,8,5,0,361,5936,0,1,46,20514,820,0,1,1,72,1,0,54,0
3943,6,3,0,341,2164,0,1,48,40649,606,1,0,0,60,6,0,0,1
3944,7,3,0,1104,3699,1,0,79,37102,909,1,0,0,97,3,0,98,0
3946,8,4,0,193,5434,1,1,30,47078,796,2,0,0,40,9,0,70,0
3947,7,2,0,762,1739,0,0,73,39149,3,2,2,0,70,7,0,16,0
3948,0,2,0,584,2157,0,1,53,8928,53,0,2,0,37,10,0,81,0
3949,1,3,0,1090,1626,0,0,79,17926,436,2,0,1,22,5,0,96,0
3950,0,2,0,611,4948,0,0,59,1398,175,1,0,1,91,5,0,79,1
3951,5,5,0,178,5009,0,1,53,23363,423,0,1,1,69,6,0,40,1
3952,0,3,0,266,7070,1,1,65,18601,619,1,0,0,3,2,0,20,0
3953,11,2,0,490,2048,0,0,74,48677,204,0,0,1,56,3,0,73,1
3954,6,0,0,292,7167,1,0,36,38898,644,2,1,1,42,4,0,11,1
3955,11,5,0,564,5137,0,0,40,4242,600,1,0,1,42,2,0,44,0
3957,5,4,0,779,6410,0,1,76,44283,94,2,0,1,9,4,0,15,1
3958,3,1,0,314,3820,0,0,49,11591,24,1,1,0,58,9,0,0,0
3959,3,3,0,1069,1715,1,0,42,43630,497,2,0,1,56,8,0,93,1
3960,11,5,0,1446,6346,0,1,72,24896,830,1,2,0,44,2,0,99,1
3961,0,1,0,1384,2451,1,0,68,22654,66,2,1,0,97,10,0,37,1
3962,7,0,0,521,7498,0,1,59,2487,225,0,0,0,37,2,0,51,0
3963,11,0,0,713,3496,0,1,43,18691,150,2,0,0,83,2,0,86,1
3964,11,0,0,1141,2840,1,1,50,4824,716,2,0,1,77,1,0,99,0
3965,9,4,0,940,2021,0,0,68,31480,955,2,1,0,84,3,0,98,1
3966,7,2,0,512,6485,0,0,41,3363,255,0,1,0,34,4,0,73,1
3968,7,0,0,956,2647,1,0,67,6990,541,0,1,1,27,6,0,44,0
3969,3,3,0,1010,2970,0,0,66,3359,861,2,1,1,26,4,0,25,1
3970,10,2,0,1363,1278,1,0,73,4877,792,2,2,1,58,3,0,97,0
3971,5,1,0,490,3981,1,1,51,9419,492,2,1,1,51,5,0,36,1
3972,8,4,0,387,5826,0,1,30,49976,737,0,1,1,87,8,0,67,0
3973,4,1,0,1194,5652,0,1,50,2190,634,1,2,0,94,3,0,12,0
3974,11,3,0,1253,986,1,0,41,48179,862,1,1,0,82,7,0,3,1
3975,9,2,0,1421,1278,0,1,36,8174,344,2,0,1,18,2,0,73,1
3976,2,2,0,802,5905,0,1,44,45618,896,2,0,0,42,10,0,14,1
3977,8,1,0,947,5725,0,0,30,49639,736,0,0,1,31,6,0,91,0
3979,9,0,0,421,2754,0,1,44,26727,845,1,0,1,2,2,0,28,0
3980,1,0,0,155,4111,0,1,78,34974,169,1,2,1,100,9,0,27,0
3981,12,1,0,1203,2079,0,1,67,17856,836,0,2,0,58,4,0,84,0
3982,8,1,0,1172,2483,0,0,38,17642,815,1,1,0,89,10,0,42,1
3983,10,5,0,1239,6646,1,1,41,31581,245,1,2,1,59,4,0,90,1
3984,11,0,0,516,1802,1,0,52,41597,445,1,2,0,15,1,0,32,0
3985,4,1,0,806,4139,1,0,43,7113,880,0,2,1,21,10,0,59,0
3986,5,0,0,429,6368,0,0,57,1077,853,0,2,0,79,3,0,43,0
3987,1,3,0,879,5337,0,1,30,15666,936,2,1,1,48,7,0,48,0
3988,1,2,0,1492,3170,1,0,69,14121,70,0,0,0,62,9,0,7,0
3990,12,2,0,1479,2501,0,0,40,46515,645,0,1,1,1,1,0,45,1
3991,0,0,0,791,6161,1,1,48,40217,220,0,0,1,48,10,0,43,0
3992,10,5,0,1109,1257,1,0,75,12311,962,2,2,1,40,8,0,80,0
3993,9,3,0,735,5892,0,1,41,49592,895,0,1,1,77,8,0,26,1
3994,12,5,0,948,6969,1,0,59,18787,85,2,0,1,94,7,0,71,0
3995,5,4,0,818,1450,1,0,60,9496,996,1,0,0,85,9,0,17,1
3996,0,5,0,216,6582,0,0,63,19197,799,0,1,0,49,1,0,67,0
3997,6,5,0,1056,6917,1,1,76,16255,936,0,2,1,2,8,0,35,0
3998,0,1,0,738,4831,1,0,52,36270,763,1,2,1,31,8,0,47,1
3999,9,2,0,586,2981,0,0,63,772,911,0,1,1,36,4,0,73,0
3,5,4,0,603,3505,1,0,30,50000,431,1,0,0,45,6,0,30,0
4,12,3,0,1063,5460,0,0,67,84,210,1,0,1,23,1,0,3,1
5,1,0,0,1153,5931,0,0,52,45333,72,0,0,1,88,4,0,90,1
6,4,2,0,983,6560,1,0,49,28484,688,0,1,1,43,7,0,99,0
7,5,3,0,1379,1674,0,0,76,33845,775,2,0,0,4,10,0,8,1
8,2,5,0,1039,5484,0,0,69,37567,566,1,1,1,51,5,0,48,0
9,7,5,0,1395,1912,1,0,50,42313,378,2,2,0,99,2,0,18,0
10,12,1,0,886,5318,1,0,42,5136,695,2,2,0,20,8,0,35,1
11,12,4,0,912,5067,1,1,44,6380,999,1,0,1,0,9,0,63,0
12,5,4,0,279,3588,0,1,33,21047,878,2,2,1,27,1,0,53,1
14,8,5,0,1351,5563,1,0,57,4705,424,2,1,1,97,9,0,11,1
15,3,2,0,970,2382,1,0,47,481,3,1,1,0,56,8,0,58,1
16,0,3,0,1137,7938,0,1,45,12382,679,1,1,1,48,8,0,39,0
17,10,5,0,1311,4346,0,1,41,49539,812,1,2,0,7,2,0,51,1
18,6,3,0,922,5779,1,0,47,16439,466,0,0,1,72,3,0,26,0
19,7,3,0,1447,6886,0,0,39,32120,633,0,1,1,49,10,0,69,0
20,0,2,0,1396,833,1,1,30,47163,752,1,2,0,44,6,0,27,0
21,9,2,0,1179,7207,1,0,49,23211,118,0,0,0,38,2,0,15,0
22,8,0,0,824,7587,1,1,55,29965,976,0,1,1,38,1,0,2,0
23,5,3,0,1244,3929,0,1,64,39645,114,2,1,1,12,1,0,55,0
25,10,4,0,260,1681,1,0,59,44870,154,2,0,1,53,4,0,25,1
26,5,3,0,817,1987,0,1,55,2133,256,1,0,0,45,7,0,36,0
27,6,3,0,1030,4044,0,0,54,34743,349,2,1,1,100,5,0,57,0
28,0,4,0,1168,1548,0,0,74,14482,460,1,2,1,52,9,0,27,0
29,2,3,0,579,4118,0,0,40,15726,6,0,1,1,100,7,0,76,0
30,11,4,0,554,1535,1,1,41,41775,904,0,2,0,36,4,0,34,1
31,9,4,0,215,7070,0,1,46,32650,18,2,2,0,6,6,0,46,0
32,6,3,0,768,5025,1,0,73,35355,473,0,0,1,27,4,0,17,1
33,1,3,0,274,4744,1,1,53,49479,238,2,0,1,7,9,0,67,0
34,10,5,0,1419,7855,0,1,33,13777,430,2,0,0,79,4,0,89,1
36,12,4,0,1131,707,0,0,31,11691,237,0,1,1,91,8,0,35,0
37,1,3,0,937,2353,0,1,57,42490,633,2,0,1,8,6,0,73,0
38,3,5,0,1368,4463,1,1,68,20680,160,2,2,1,54,3,0,56,1
39,8,5,0,996,7545,0,0,40,24051,380,0,0,0,5,7,0,38,1
40,7,3,0,420,6117,0,1,42,49817,96,1,0,0,17,5,0,93,1
41,5,5,0,1468,7963,1,0,38,28095,110,0,2,0,58,1,0,64,0
42,3,2,0,1178,4637,1,0,49,37312,202,1,0,0,15,2,0,3,1
43,9,3,0,553,6095,0,1,77,5795,995,2,2,1,73,2,0,47,1
44,3,0,0,162,1730,1,1,76,40290,298,0,2,1,64,8,0,20,1
45,5,0,0,1077,938,0,1,37,44292,984,1,0,1,60,2,0,83,0
47,6,4,0,1464,1789,0,1,73,16337,549,1,2,0,52,9,0,58,1
48,10,2,0,978,5965,1,0,50,26443,663,2,0,1,94,7,0,57,1
49,11,0,0,1367,2437,1,0,48,23784,357,0,0,1,30,8,0,39,0
50,5,2,0,1363,7768,0,1,53,22038,668,2,2,0,88,8,0,58,0
51,0,4,0,516,7534,0,1,53,46547,754,2,2,1,22,5,0,67,1
52,3,3,0,472,2165,0,0,43,38033,319,2,1,1,40,1,0,96,1
53,10,0,0,775,5583,1,0,32,1170,399,1,0,0,90,7,0,15,1
54,0,0,0,1149,3090,1,0,54,17474,411,0,1,1,55,3,0,45,1
55,4,1,0,187,4774,0,0,36,28665,169,2,0,0,100,10,0,74,0
56,2,2,0,1497,4851,1,0,38,1289,649,0,1,1,96,2,0,25,0
58,7,4,0,1434,7378,1,0,73,22330,788,2,0,0,38,4,0,91,1
59,6,1,0,1417,1717,1,0,43,8645,46,2,0,1,14,10,0,8,1
60,2,5,0,439,3909,0,0,64,13350,287,0,2,1,71,4,0,14,1
61,7,1,0,734,1255,1,1,71,36533,836,0,1,1,17,5,0,54,0
62,5,3,0,282,2376,0,0,74,45348,86,0,1,0,23,3,0,15,0
63,2,3,0,683,3685,0,1,72,39177,264,1,2,1,96,1,0,44,1
64,6,0,0,154,3966,1,0,48,44609,584,2,2,1,91,6,0,95,0
65,11,4,0,542,2003,0,0,61,29530,873,1,2,0,63,4,0,91,1
66,7,2,0,850,1170,1,1,36,12554,971,2,0,1,85,1,0,45,1
67,12,2,0,392,3765,0,1,55,17552,97,2,0,1,17,6,0,15,0
69,1,3,0,834,822,1,1,59,37962,548,0,2,1,10,1,0,19,1
70,11,5,0,274,1196,0,1,73,43404,487,1,2,1,62,5,0,7,1
71,8,5,0,563,4096,0,1,65,38446,598,0,2,1,61,4,0,43,1
72,8,2,0,139,7572,0,0,67,22745,22,0,1,1,19,9,0,50,0
73,7,5,0,1131,6670,0,0,79,48968,374,1,2,0,38,8,0,55,1
74,8,5,0,1385,4247,0,0,38,8827,973,0,0,1,30,6,0,21,1
75,9,2,0,851,1363,0,0,32,33654,149,2,0,0,99,10,0,2,0
76,1,2,0,538,5154,0,0,73,9332,871,1,0,0,52,1,0,19,0
77,9,1,0,649,5956,0,1,51,30790,413,2,0,1,78,7,0,68,1
78,12,4,0,898,7241,0,0,58,21121,381,1,0,0,54,1,0,84,0
80,7,1,0,257,2539,0,0,63,41869,430,1,1,1,86,8,0,94,1
81,0,2,0,141,7251,1,1,60,25104,298,2,1,1,31,8,0,73,0
82,7,1,0,1083,6107,0,1,48,45537,588,0,0,1,33,9,0,86,0
83,11,3,0,1389,6873,0,0,74,40000,324,2,2,0,55,9,0,38,1
84,3,5,0,1000,968,0,0,51,14441,948,0,2,0,43,1,0,65,0
85,1,0,0,432,7199,0,1,39,18566,526,0,2,1,65,9,0,21,0
86,11,0,0,767,7234,1,1,69,11067,812,1,0,0,3,1,0,84,0
87,4,2,0,1151,6932,1,0,72,29079,697,1,0,1,71,4,0,88,0
88,8,4,0,117,6635,0,0,66,10031,791,1,2,0,45,7,0,4,1
89,6,5,0,1027,2402,0,0,52,49820,438,1,1,1,91,10,0,21,1
91,6,2,0,301,5478,1,1,40,20077,849,2,1,0,99,1,0,5,1
92,8,0,0,1215,2990,1,0,40,48574,253,2,1,1,27,8,0,7,0
93,9,0,0,628,611,0,1,44,48097,568,0,0,0,68,10,0,34,1
94,7,3,0,1285,4468,0,0,33,41173,114,2,2,1,1,6,0,93,1
95,5,0,0,828,2229,1,0,38,36865,807,1,1,1,98,8,0,12,1
96,11,5,0,768,2353,0,0,64,42938,808,1,1,0,3,10,0,89,1
97,11,3,0,793,505,1,0,45,15403,876,0,2,0,15,5,0,91,0
98,2,2,0,519,1176,0,0,34,37335,100,1,0,0,96,6,0,44,1
99,12,4,0,1455,7599,1,1,75,30505,24,0,0,1,42,5,0,96,0
100,3,5,0,1406,6301,1,0,70,35326,397,0,1,1,12,4,0,48,0
102,6,5,0,248,4964,1,1,42,32612,363,0,2,0,7,1,0,35,0
103,4,1,0,183,1229,1,1,44,25873,842,0,2,1,84,7,0,58,1
104,5,1,0,898,1032,0,1,36,45902,276,1,1,1,11,9,0,31,1
105,2,4,0,1231,7391,0,0,72,39794,320,2,2,1,80,8,0,74,1
106,7,3,0,1173,4155,0,0,77,27520,6,0,2,1,55,2,0,39,1
107,3,3,0,387,4001,1,1,46,33806,379,1,0,0,79,8,0,13,0
108,8,1,0,606,4726,0,0,55,34922,987,0,2,1,82,1,0,76,1
109,7,1,0,874,5679,1,1,44,16560,665,1,2,1,62,10,0,16,0
110,4,4,0,107,6589,0,0,46,29137,378,0,1,0,26,9,0,23,0
111,8,4,0,214,2072,0,1,78,9920,198,2,2,0,48,3,0,71,0
114,2,3,0,1169,2487,0,1,33,47496,623,2,0,0,84,2,0,68,0
115,9,5,0,587,4838,0,0,36,41787,6,0,0,1,14,7,0,5,0
116,10,4,0,674,3746,0,0,69,41462,158,0,2,1,73,3,0,17,0
117,12,3,0,642,7515,0,0,34,46208,162,1,2,1,42,8,0,64,0
118,6,1,0,398,6735,0,1,36,35602,620,1,2,0,99,5,1,51,1
119,6,5,0,388,3565,1,1,77,6790,205,2,0,1,76,4,0,46,1
120,4,0,0,1021,1657,1,0,52,36707,79,0,2,0,9,2,0,95,0
121,12,5,0,662,5304,1,0,66,22868,673,1,2,0,42,4,0,52,1
122,5,5,0,1458,4852,0,0,46,21905,260,0,1,1,23,1,0,84,0
123,0,5,0,1015,5661,0,1,69,7597,545,0,0,1,0,5,0,53,1
125,7,4,0,1395,3729,1,0,74,20099,459,0,2,0,90,7,0,28,0
126,11,2,0,509,4656,0,0,69,43163,435,0,2,0,8,5,0,93,1
127,5,4,0,645,6188,0,1,78,7427,981,1,1,1,46,1,0,86,0
128,8,0,0,584,6829,1,0,49,13578,311,0,1,0,29,2,0,56,0
129,2,5,0,1337,2621,0,0,45,30727,816,2,2,1,4,5,0,5,1
130,12,1,0,706,3548,1,0,73,47456,260,1,1,0,24,6,0,71,1
131,0,5,0,1067,6843,0,1,46,10292,822,0,2,1,38,7,0,46,0
132,3,5,0,979,4888,0,1,37,14618,285,0,2,0,68,7,0,66,1
133,9,0,0,1192,5596,1,0,78,8358,639,2,1,0,44,7,0,72,1
134,9,3,0,185,7613,1,0,64,49408,393,0,1,0,13,4,0,50,0
136,7,3,0,169,2863,1,1,36,2505,769,1,0,1,100,1,0,17,1
137,2,4,0,906,6829,0,0,60,45834,63,1,2,0,79,10,0,29,0
138,10,2,0,818,2652,0,1,41,31754,147,1,0,1,3,1,0,3,1
139,5,1,0,1390,563,1,0,65,41649,19,0,2,1,97,6,0,93,0
140,4,0,0,1068,6355,1,1,78,46590,618,2,2,1,95,6,0,90,0
141,10,2,0,1264,3401,1,0,54,21156,347,0,2,1,32,4,0,25,1
142,12,4,0,1492,6044,0,0,44,14158,834,0,1,1,98,8,0,98,0
143,3,4,0,1225,4356,0,1,51,20643,780,1,0,1,46,10,0,58,0
144,7,3,0,567,5079,1,0,31,39319,573,1,1,1,74,2,0,65,0
145,5,4,0,1041,2171,1,1,66,44144,917,0,2,1,4,5,0,11,0
147,8,1,0,298,7156,1,0,47,25635,894,2,0,1,72,3,0,17,0
148,7,3,0,282,3426,0,0,73,12310,724,2,2,0,49,1,0,39,1
149,8,5,0,234,3560,0,0,70,30197,464,1,2,1,48,10,0,93,0
150,11,2,0,780,5151,1,0,75,32157,269,0,1,1,38,3,0,44,1
151,7,1,0,840,5726,1,0,45,8524,523,1,2,0,2,6,0,97,1
152,7,2,0,299,541,0,0,45,9807,158,0,0,1,94,8,0,42,0
153,5,3,0,209,4909,0,0,50,2591,752,0,0,1,2,1,0,77,1
154,2,5,0,1345,5680,1,0,36,36321,308,2,1,0,76,7,0,81,0
155,9,3,0,385,2158,1,1,77,2591,902,2,1,0,11,5,0,60,0
156,2,0,0,1361,2783,0,1,67,1408,33,0,0,1,90,2,0,17,1
158,2,2,0,191,1869,0,0,39,196,831,1,1,1,61,7,0,77,0
159,6,1,0,165,3177,0,0,79,23692,852,0,0,1,30,8,0,85,0
160,3,0,0,1435,5974,0,0,76,34032,630,2,1,1,20,8,0,51,0
161,9,0,0,961,1261,1,1,40,39264,140,1,0,0,98,1,0,61,0
162,8,0,0,1196,4818,1,1,62,3177,866,1,1,1,42,9,0,80,0
163,11,3,-1,1289,4200,1,1,61,32564,859,0,0,0,84,10,0,83,0
164,2,4,0,1198,7668,0,0,59,21817,485,1,2,1,59,7,0,65,1
165,5,5,0,1459,2872,1,0,35,4980,923,2,1,0,72,8,0,20,0
166,11,0,0,478,6533,1,1,46,18906,969,2,1,0,27,3,0,79,1
167,7,3,0,874,3951,1,1,77,33137,706,1,1,0,6,10,0,37,0
169,5,1,0,732,4011,1,1,50,18178,809,0,0,0,86,5,0,82,1
170,6,5,0,150,4458,1,1,59,13457,989,0,1,1,43,7,0,52,0
171,6,5,0,1368,772,0,0,46,14470,926,2,1,0,31,7,0,51,1
172,5,3,0,566,5241,1,0,38,34067,0,0,2,1,56,3,0,48,1
173,4,1,0,693,7868,0,1,50,31464,95,1,1,0,17,6,0,79,0
174,12,0,0,315,7685,1,0,39,29748,258,2,1,1,40,4,0,53,0
175,11,5,0,901,2218,1,1,62,26258,284,1,2,1,100,8,0,7,0
176,9,5,0,342,6103,0,1,73,29888,141,2,1,1,83,1,0,29,0
177,3,3,0,1072,4039,1,1,61,24658,212,1,2,0,60,2,0,14,1
178,9,2,0,1420,3943,1,1,70,31871,187,0,0,1,37,3,0,7,1
180,4,0,0,293,7090,1,1,32,21323,172,1,0,1,19,1,0,74,0
181,0,3,0,774,7676,0,1,78,49918,91,2,0,0,10,5,0,60,0
182,10,0,0,1188,3235,0,0,77,49265,458,1,2,0,7,7,0,33,1
183,7,5,0,987,7328,1,0,45,6068,208,2,0,1,47,10,0,65,1
184,2,0,0,1328,1101,0,1,72,40309,330,1,1,0,71,1,0,14,1
185,12,2,0,983,4543,0,0,35,33429,384,2,2,0,99,4,0,48,1
186,10,3,0,754,6562,1,0,36,2366,982,2,1,1,28,1,0,1,1
187,10,4,0,398,6732,1,1,65,14660,808,2,1,1,61,7,0,73,1
188,3,0,0,729,6926,1,1,36,9309,969,0,0,0,44,6,0,88,0
189,7,0,0,747,5796,0,0,32,20633,958,2,1,0,79,1,0,89,1
191,3,2,0,1324,1618,1,0,59,35307,440,0,2,1,18,6,0,54,0
192,0,0,0,171,6333,0,1,63,29251,139,2,2,1,65,7,0,41,1
193,7,2,0,469,995,1,0,68,26049,378,2,1,0,13,9,0,32,1
194,3,1,0,163,509,1,1,58,22924,387,0,0,1,27,10,0,70,1
195,6,5,0,1171,787,1,1,64,15449,484,1,1,1,31,8,0,24,1
196,4,2,0,251,7495,0,0,33,9819,996,1,0,0,75,7,0,57,1
197,7,4,0,788,6360,1,0,79,42952,476,0,2,1,50,10,0,50,0
198,0,2,0,740,2637,1,0,41,37983,822,2,0,1,67,8,0,68,0
199,12,5,0,359,7700,1,1,71,48846,377,1,0,0,13,2,0,63,1
200,0,2,0,677,6015,0,0,50,41779,674,2,0,1,85,3,0,66,0
202,5,2,0,840,6307,0,1,31,30267,884,1,1,0,75,4,0,30,1
203,6,1,0,388,7811,1,0,33,21710,115,0,0,1,14,7,0,19,1
204,0,0,0,1358,5521,0,0,38,29590,528,0,1,0,87,3,0,64,1
205,11,2,0,355,4518,0,1,61,40105,238,1,2,0,28,6,0,35,1
206,7,3,0,695,5454,0,0,74,40291,17,1,2,0,22,1,0,82,1
207,9,3,0,111,3418,1,0,51,22752,803,2,0,0,59,1,0,3,1
208,9,4,0,377,1315,1,1,62,10848,173,0,2,1,65,4,0,42,1
209,12,1,0,338,2784,0,1,77,26649,555,1,1,0,89,3,0,78,0
210,1,4,0,826,3595,0,1,49,29210,437,1,1,1,82,8,0,28,0
211,6,0,0,1459,7021,0,1,45,39036,706,0,0,0,78,3,0,12,0
213,5,1,0,677,5132,1,0,34,24708,317,0,2,0,22,1,0,15,0
214,0,1,0,156,2449,0,0,79,35166,157,0,2,1,82,2,0,32,0
215,5,5,0,1034,7715,0,0,42,38252,921,1,1,0,88,2,0,98,1
216,5,3,0,603,4805,1,1,70,14004,507,2,1,1,15,4,0,13,1
217,6,3,0,1445,7688,0,1,62,46038,800,0,2,0,72,1,0,92,1
218,6,0,0,1500,1482,0,0,74,28018,129,0,1,1,84,9,0,91,0
219,3,5,0,162,2754,1,1,36,11081,238,1,0,1,55,5,0,47,0
220,10,2,0,174,863,0,1,54,24142,235,2,1,0,92,5,0,73,0
221,12,1,0,514,3163,0,0,59,22378,303,0,1,1,94,1,0,76,1
222,3,3,0,488,624,1,1,65,2828,249,0,1,1,84,6,0,95,0
225,2,2,0,391,6777,0,1,46,45080,169,1,0,1,95,9,0,2,1
226,0,4,0,140,6487,0,0,72,34599,42,1,2,1,97,5,0,50,1
227,2,1,0,1114,5750,1,0,37,44110,151,1,0,0,76,1,0,97,1
228,1,2,0,995,2020,0,0,68,13750,211,2,2,1,57,3,0,95,0
229,7,1,0,643,4034,0,0,70,27188,627,1,0,1,23,9,0,95,0
230,4,4,0,320,1807,0,0,69,743,913,0,0,1,3,10,0,82,1
231,6,2,0,1352,1427,1,1,33,37959,122,1,2,1,69,6,0,18,0
232,5,4,0,1423,6949,1,0,49,49316,76,0,2,1,70,3,0,3,1
233,0,4,0,296,5776,0,1,64,40242,737,1,0,1,35,9,0,63,1
234,1,4,0,918,3533,1,0,38,48838,419,1,0,1,38,10,0,91,1
236,5,0,0,909,7513,1,0,34,38668,639,0,0,1,86,3,0,27,1
237,7,3,0,1042,763,1,0,76,48105,530,2,2,0,78,6,0,54,0
238,11,2,0,448,1947,1,1,33,2805,696,1,1,0,2,3,0,70,1
239,12,2,0,303,5437,0,1,62,23301,577,0,1,1,97,6,0,72,0
240,5,0,0,383,4805,1,0,49,15160,859,0,0,0,82,5,0,61,0
241,9,2,0,557,6640,0,0,58,16376,418,2,1,0,18,4,0,90,1
242,3,3,0,1129,3905,0,0,66,24856,697,1,1,0,8,10,0,92,0
243,1,2,0,1056,999,0,0,60,22434,357,0,1,1,89,1,0,77,1
244,1,1,0,441,6889,1,0,77,34774,593,1,2,0,96,3,0,30,0
245,4,0,0,189,5837,1,1,40,44319,17,2,1,1,88,2,0,13,1
247,8,3,0,907,7397,0,1,35,24475,12,1,2,0,68,8,0,75,1
248,4,1,0,1456,4718,1,1,77,232,846,1,1,0,32,6,0,14,1
249,8,0,0,1304,7281,0,1,73,29604,120,2,2,1,73,2,0,77,0
250,5,4,0,394,3679,1,0,57,36963,892,1,2,0,12,7,0,49,1
251,6,4,0,966,7694,0,0,61,32790,25,1,1,1,39,5,0,85,0
252,5,0,0,739,7085,1,0,54,19462,169,0,2,0,94,6,0,36,0
253,11,5,0,551,2592,0,1,56,8666,233,0,1,0,34,1,0,53,1
254,3,0,0,833,2406,0,0,73,9625,2,0,2,1,43,4,0,74,0
255,2,0,0,377,754,1,0,33,19599,109,2,0,1,79,4,0,41,0
256,5,0,1,688,3643,0,0,50,15275,229,2,2,1,99,3,0,98,1
258,4,0,0,393,5355,1,0,78,29740,289,0,0,1,81,3,0,54,1
259,6,3,0,1294,7032,1,1,37,29969,727,2,1,1,28,8,0,41,0
260,5,1,0,710,1033,0,0,43,1618,112,2,2,0,100,2,0,44,0
261,2,4,0,870,5137,1,0,66,24983,310,0,0,1,43,4,0,64,0
262,8,2,0,1338,909,1,1,75,29701,638,0,1,1,12,3,0,72,0
263,4,2,0,1147,2141,1,0,53,26975,289,2,0,0,54,7,0,6,1
264,10,0,0,525,7427,0,0,77,36500,383,1,0,1,72,7,0,90,1
265,2,3,0,586,2785,1,0,31,11088,578,1,2,0,77,7,0,63,0
266,6,5,0,1341,4053,1,1,49,15499,209,1,0,0,96,9,0,8,1
267,4,0,0,1336,3317,0,0,61,3615,561,1,0,0,10,7,0,70,0
269,0,3,0,1098,4449,1,0,38,43393,556,2,0,1,48,7,0,24,0
270,3,5,0,1343,2085,0,0,55,13398,477,1,0,0,17,3,0,13,1
271,3,3,0,1188,2538,0,1,33,29535,891,1,2,0,77,7,0,25,1
272,11,0,0,366,6353,1,0,61,28760,633,2,2,1,25,6,0,76,0
273,2,1,0,938,801,0,0,67,23853,926,1,2,0,33,8,0,88,1
274,1,0,0,1207,6850,0,0,77,38178,237,1,1,0,61,10,0,55,0
275,4,5,0,656,3811,1,0,33,15078,220,1,0,1,49,6,0,62,1
276,10,3,0,1486,3371,1,1,31,36584,394,2,2,1,95,6,0,36,0
277,8,1,0,787,5893,0,0,73,4530,32,1,2,1,98,3,0,15,1
278,7,3,0,1464,5750,1,0,63,42537,293,2,0,0,31,1,0,79,1
280,1,2,0,693,5371,0,1,62,19113,443,1,0,0,78,5,0,53,0
281,7,3,0,1013,4742,1,1,51,31223,999,0,0,1,31,2,0,92,1
282,10,4,0,670,1207,0,0,57,9088,801,1,0,0,65,9,0,18,1
283,10,1,0,1000,2243,1,0,76,47428,630,2,0,1,76,9,0,34,0
284,3,4,0,1120,6614,0,0,63,21090,958,1,2,1,43,3,0,1,1
285,5,3,0,242,4341,0,1,72,42098,99,2,0,0,81,5,0,65,0
286,1,1,0,857,1892,0,1,51,18531,186,1,1,1,17,7,0,16,1
287,7,3,0,1500,1542,1,1,41,6078,544,2,2,0,92,4,0,92,0
288,9,5,0,1245,6727,0,0,53,27671,194,0,0,0,10,9,0,94,1
289,1,1,0,167,6046,0,1,72,18632,566,2,0,0,73,1,0,98,0
291,0,1,0,282,4862,0,1,79,31742,16,2,1,1,25,8,0,30,1
292,5,1,0,541,2376,0,0,76,30339,610,0,2,1,11,1,0,38,1
293,10,0,0,942,1554,1,0,44,41532,892,0,1,0,66,1,0,83,1
294,2,5,0,618,4312,1,1,30,23261,579,1,0,1,69,9,0,71,0
295,3,4,0,818,6530,0,1,62,46519,229,1,1,0,13,8,0,79,0
296,10,5,0,878,3084,0,0,30,27529,254,0,2,1,89,4,0,77,1
297,4,2,0,885,6101,1,1,65,36094,548,2,1,1,40,4,0,66,1
298,8,4,0,1208,6988,0,1,69,10411,747,0,1,0,93,7,0,45,1
299,3,0,0,1028,5816,0,1,72,31384,549,0,0,1,93,7,0,81,1
300,12,0,0,606,3058,0,1,74,21939,399,0,0,0,33,7,0,62,0
302,8,2,0,486,7947,0,0,65,21139,936,2,0,1,54,9,0,70,0
303,5,5,0,777,3033,1,0,59,11594,538,0,1,0,58,5,0,62,0
304,5,4,0,682,1023,1,1,39,35922,265,1,2,0,76,10,0,72,0
305,12,0,0,641,3327,1,0,55,38128,654,1,0,1,76,4,0,91,1
306,12,1,0,1136,5808,0,1,50,19876,193,2,0,1,9,5,0,35,1
307,4,4,0,1096,2853,1,1,47,49773,422,0,1,0,48,7,0,46,1
308,6,2,0,1366,7892,1,0,59,35105,608,0,1,0,61,8,0,63,1
309,2,0,0,719,2741,1,1,34,5043,139,1,2,0,92,7,0,18,0
310,12,2,0,1414,2141,0,0,72,6538,615,2,2,1,42,9,0,56,0
311,1,5,0,1124,7636,1,1,51,7036,252,0,0,0,88,3,0,6,1
313,4,3,0,660,5164,1,0,48,11618,322,1,0,0,36,5,0,69,0
314,8,1,0,795,657,1,1,74,38251,215,0,0,0,46,3,0,80,1
